TAXPAYER_NUMBER,TAXPAYER_NAME,TAXPAYER_ADDRESS,TAXPAYER_CITY,TAXPAYER_STATE,TAXPAYER_ZIP_CODE,TAXPAYER_COUNTY_CODE,TAXPAYER_ORGANIZATION_TYPE,OUTLET_NUMBER,OUTLET_NAME,OUTLET_ADDRESS,OUTLET_CITY,OUTLET_STATE,OUTLET_ZIP_CODE,OUTLET_COUNTY_CODE,OUTLET_NAICS_CODE,OUTLET_INSIDE/OUTSIDE_CITY_LIMITS_INDICATOR,OUTLET_PERMIT_ISSUE_DATE,OUTLET_FIRST_SALES_DATE,ID,Latitude,Longitude,Match_Status,Match_Type
32051463159,PREMIUM PRIME SPIRITS LLC,1469 WIRT RD,HOUSTON,TX,77055,101,CL,5,VILLAGE LIQUOR,1469 WIRT RD,HOUSTON,TX,77055,101.0,445310.0,Y,07/27/2013,09/01/2013,19,29.796099586497,-95.484959281468,Match,Exact
32044372327,TRADER JOE'S EAST INC.,800 S SHAMROCK AVE,MONROVIA,CA,91016,0,CF,6,TRADER JOE'S #426,2922 S SHEPHERD DR,HOUSTON,TX,77098,101.0,445110.0,Y,01/03/2012,03/15/2012,20,29.739197996344,-95.410759973858,Match,Exact
32089552700,"RSJ RED BLUFF, INC.",2207 RED BLUFF RD,PASADENA,TX,77506,101,CT,2,BLUE DREAMZ,2201 RED BLUFF RD,PASADENA,TX,77506,101.0,445120.0,Y,08/20/2025,08/20/2025,21,29.70010062424,-95.182052059084,Match,Exact
32083489891,AL ALIN SERVICES LLC,10706 SORSBY WAY,HOUSTON,TX,77047,101,CL,1,AL ALIN SERVICES LLC,10706 SORSBY WAY,HOUSTON,TX,77047,101.0,445120.0,Y,04/07/2022,04/01/2022,22,29.643215931258,-95.362508284043,Match,Exact
32047352722,MDFZ INCORPORATED,PO BOX 485,BUFFALO,TX,75831,101,CT,1,T & S FOOD MART,9430 MESA DR,HOUSTON,TX,77028,101.0,445120.0,Y,09/27/2012,10/01/2012,23,29.849497421189,-95.262189250867,Match,Exact
32072074902,NAVSARI USA INC,8013 JOHN RALSTON RD,HOUSTON,TX,77044,101,CT,1,PEECEE LIQUOR,8013 JOHN RALSTON RD,HOUSTON,TX,77044,101.0,445310.0,N,01/29/2020,02/03/2020,24,29.838910126546,-95.227352340351,Match,Exact
32088129484,"ALEEM786, LLC",1214 MARTINEZ CT,FRIENDSWOOD,TX,77546,84,CL,1,D.J. SUPERMARKET,4401 HARRISBURG BLVD,HOUSTON,TX,77011,101.0,445120.0,Y,02/14/2023,02/14/2023,25,29.744247140757,-95.3322483927,Match,Exact
19120524681,"COSTCO TEXAS BEVERAGES, INC.",PO BOX 35005,SEATTLE,WA,98124,0,CT,34,"COSTCO TEXAS BEVERAGES, INC. #1330",1310 JASMINE AVE,WEBSTER,TX,77598,101.0,445310.0,Y,02/12/2018,05/01/2018,26,29.533410704386,-95.137199715762,Match,Non_Exact
32020223395,ALDI (TEXAS) L.L.C.,2500 WESTCOURT RD,DENTON,TX,76207,61,CL,82,ALDI (TEXAS) L.L.C. #153,3601 HIGHWAY 6 S,HOUSTON,TX,77082,101.0,445110.0,Y,08/18/2014,11/18/2014,27,29.718449538677,-95.644111611508,Match,Non_Exact
32058906739,"D.S. SULTAN, INC.",3760 ROMA ST,HOUSTON,TX,77080,101,CT,1,AMIGO FOOD MART,3760 ROMA ST,HOUSTON,TX,77080,101.0,445120.0,Y,12/01/2015,12/01/2015,28,29.828622891304,-95.502838491061,Match,Exact
32018965627,WORDS AND FOOD LLC,3733 DRUMMOND ST,HOUSTON,TX,77025,101,CL,1,WORDS AND FOOD LLC,3733 DRUMMOND ST,HOUSTON,TX,77025,101.0,445291.0,Y,04/21/2006,01/23/2006,29,29.696180671553,-95.434948368585,Match,Exact
17603126230,"ROMOS MEAT MARKET, LTD.",PO BOX 55009,HOUSTON,TX,77255,101,PL,1,LA MICHOACANA MEAT MARKET # 6,1413 GESSNER DR,HOUSTON,TX,77080,101.0,445110.0,Y,07/17/1990,07/12/1990,30,29.795193941593,-95.544776331881,Match,Exact
32033399547,"THE NEIGHBORHOOD SHOP, LLC",2612 WICHITA ST,PASADENA,TX,77502,101,CL,1,THE NEIGHBORHOOD SHOP LLC,2104 STRAWBERRY RD,PASADENA,TX,77502,101.0,445120.0,Y,09/18/2007,11/01/2007,31,29.681634916501,-95.193189992169,Match,Exact
32094918714,PAYLESS FOOD MART INC,3400 LIBERTY RD,HOUSTON,TX,77026,101,CT,1,PAYLESS FOOD MART,3400 LIBERTY RD,HOUSTON,TX,77026,101.0,445120.0,Y,05/16/2024,05/01/2024,32,29.784703038232,-95.335752689705,Match,Exact
32082841423,LA MORELIANA MEAT MARKET #2 INC,10769 W BELLFORT AVE,HOUSTON,TX,77099,101,CT,1,LA MORELIANA MEAT MARKET #2 INC,10769 W BELLFORT AVE,HOUSTON,TX,77099,101.0,445210.0,Y,02/11/2022,01/01/2022,33,29.655155751461,-95.569963331314,Match,Non_Exact
32090554257,LA SULTANA LIQUOR LLC,26227 CROSSWOOD TRAILS LN,CYPRESS,TX,77433,101,CL,1,LA SULTANA LIQUOR,5700 S GESSNER RD STE G,HOUSTON,TX,77036,101.0,445310.0,Y,07/08/2023,08/01/2023,34,29.719465566694,-95.539120098683,Match,Non_Exact
32037765354,MIRIAN PEREZ,1567 LITTLE YORK RD,HOUSTON,TX,77093,101,IS,1,AGUA PURA,1567 LITTLE YORK RD,HOUSTON,TX,77093,101.0,445299.0,Y,08/20/2008,02/01/2008,35,29.870895967516,-95.36029779529,Match,Exact
32043867533,TIENDA RIO LEMPA LLC,953 FEDERAL RD,HOUSTON,TX,77015,101,CL,3,TIENDA RIO LEMPA PUPUSERIA #3,6 UVALDE RD STE A,HOUSTON,TX,77015,101.0,445120.0,Y,11/30/2015,12/20/2015,36,29.80531644477,-95.182313066036,Match,Non_Exact
32086777284,"KARMA MANAGEMENTS, LLC",9714 KIRKSTONE TERRACE DR,SPRING,TX,77379,101,CL,1,YANKEE DONUTS,2111 SPRING CYPRESS RD STE 30,SPRING,TX,77388,101.0,445291.0,N,08/20/2025,05/01/2024,37,30.069159713651,-95.446323001122,Match,Exact
32101714536,"NYRA1, LLC",243 AMARANTH WAY RUPESH BISTA,RICHMOND,TX,77406,79,CL,1,AMIGO MART,5900 BELLAIRE BLVD STE A,HOUSTON,TX,77081,101.0,445120.0,Y,08/22/2025,08/22/2025,38,29.705587113716,-95.484694934238,Match,Non_Exact
32057180328,GUERRERO MEAT MARKET NO.1 INC,8419 WINKLER DR STE AB,HOUSTON,TX,77017,101,CT,1,GUERRERO MEAT MARKET NO.1 INC,8419 WINKLER DR STE AB,HOUSTON,TX,77017,101.0,445210.0,Y,06/17/2015,06/01/2015,39,29.674884794345,-95.264966066554,Match,Non_Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,3,FIESTA MART # 4,1603 SPENCER HWY,SOUTH HOUSTON,TX,77587,101.0,445110.0,Y,10/27/1978,10/06/1978,40,29.664775752423,-95.211657279248,Match,Exact
32011548461,HAS MORGAN INDUSTRIES LLC,41315 W MILITARY RD,LA JOYA,TX,78560,108,CL,37,HAS MORGAN INDUSTRIES LLC,10851 SCARSDALE BLVD STE 170A,HOUSTON,TX,77089,101.0,445110.0,Y,04/18/2019,04/17/2019,41,29.583642430695,-95.214903377881,Match,Exact
32092975856,ARLO LIQUOR LLC,4808 GIBSON ST FL 3,HOUSTON,TX,77007,101,CL,1,ARLO LIQUOR LLC,1416 W OREM DR STE C,HOUSTON,TX,77047,101.0,445310.0,Y,01/23/2024,02/01/2024,42,29.627890758021,-95.390739040398,Match,Non_Exact
32052554741,GIBTSIE TEGEGNE,5900 CHIMNEY ROCK RD STE U,HOUSTON,TX,77081,101,IS,1,TANA GROCERY STORE,5900 CHIMNEY ROCK RD STE U,HOUSTON,TX,77081,101.0,445120.0,Y,12/03/2013,12/01/2013,43,29.717720851117,-95.476495165089,Match,Non_Exact
32075946973,AKUM ENTERPRISE LLC,2315 MADEWOOD DR,MISSOURI CITY,TX,77459,79,CL,1,EZ DAY GROCERY,7401 ALMEDA GENOA RD,HOUSTON,TX,77075,101.0,445120.0,Y,12/15/2021,03/01/2022,44,29.620868063783,-95.291130822565,Match,Exact
32038826957,NABIL & NAQIB LLC,24722 SHADOW POND DR,SPRING,TX,77389,101,CL,3,MAK'S,5107 EAST FWY,BAYTOWN,TX,77521,101.0,445120.0,Y,01/14/2025,01/01/2025,45,29.805468937753,-94.97921635055,Match,Exact
32094914952,VJ FAM GROUP LLC,3119 LORI ANN CT,MISSOURI CITY,TX,77459,79,CL,1,MAY FOOD STORE,8402 N MAIN ST,HOUSTON,TX,77022,101.0,445120.0,Y,05/15/2024,05/15/2024,46,29.824265665794,-95.3954920946,Match,Exact
17508732769,RANDALL'S FOOD & DRUGS LP,PO BOX 29096 C/O MS 6531,PHOENIX,AZ,85038,0,PF,166,RANDALL'S #1773,2225 LOUISIANA ST,HOUSTON,TX,77002,101.0,445110.0,Y,09/17/2002,10/16/2002,47,29.749329398103,-95.374708822097,Match,Exact
17430106587,"HEB BEVERAGE COMPANY, LLC",PO BOX 839999,SAN ANTONIO,TX,78283,15,CL,178,HEB FOOD STORE #576,7310 LOUETTA RD,SPRING,TX,77379,101.0,445310.0,Y,09/18/2001,09/01/2001,48,30.021001747477,-95.523921119617,Match,Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,46,FIESTA MART #24,11240 FONDREN RD,HOUSTON,TX,77096,101.0,445110.0,Y,08/06/1992,09/01/1992,49,29.656644657339,-95.508477932127,Match,Exact
32044792565,"FINE WINES & SPIRITS OF NORTH TEXAS, LLC",6600 ROCKLEDGE DR STE 150,BETHESDA,MD,20817,0,CL,26,"TOTAL WINE, SPIRITS, BEER & MORE",9805 FM 1960 BYPASS RD W,HUMBLE,TX,77338,101.0,445310.0,Y,03/17/2017,03/20/2017,50,30.005103182082,-95.282985158148,Match,Exact
17603650593,"GROCERY SERVICES, INC.",6929 SPERRY ST,DALLAS,TX,75214,57,CT,22,"GROCERY SERVICES, INC. #24",8221 GULF FWY STE 100,HOUSTON,TX,77017,101.0,445110.0,Y,07/25/2012,08/01/2012,51,29.679593888256,-95.271123684502,Match,Exact
32097284130,LILIAN CAROLINA ESCOBAR MONTOYA,4131 WILLOW BEACH DR,HOUSTON,TX,77072,101,IS,1,FRUTERIA Y HIERVERIA LAS LINDA,4038 BOONE RD,HOUSTON,TX,77072,101.0,445110.0,Y,10/23/2024,11/10/2024,52,29.716017013989,-95.575665043803,Match,Exact
32075795958,"CHARLIE MEKS, INC.",6001 SAVOY DR STE 302,HOUSTON,TX,77036,101,CT,1,EVANGEL SUPERMARKET,9651 BISSONNET ST STE 201,HOUSTON,TX,77036,101.0,445120.0,Y,11/24/2020,09/14/2020,53,29.675479207982,-95.546973619469,Match,Exact
32095797786,"KARMA MANAGEMENTS, INC",9702 SPRING CYPRESS RD STE 121,SPRING,TX,77379,101,CT,1,KARMA KOLACHE 3,9702 SPRING CYPRESS RD STE 121,SPRING,TX,77379,101.0,445291.0,Y,09/24/2024,07/01/2024,54,30.023247791622,-95.570239055287,Match,Exact
32012452135,HENG K LY,9923 N HOUSTON ROSSLYN RD,HOUSTON,TX,77088,101,IS,1,SPRINKLE DONUTS,9923 N HOUSTON ROSSLYN RD,HOUSTON,TX,77088,101.0,445000.0,Y,10/02/2003,09/01/2003,55,29.88634080157,-95.494520129527,Match,Exact
32096265593,"LESLIE MORTREAU, LLC",6412 N MAIN ST STE A,HOUSTON,TX,77009,101,CL,1,STOP AT JOES FOOD STORE,6412 N MAIN ST,HOUSTON,TX,77009,101.0,445120.0,Y,10/25/2024,11/01/2024,56,29.808317847128,-95.389520094336,Match,Exact
32040889977,DAVIT LY,11300 WEST RD STE L,HOUSTON,TX,77065,101,IS,1,DONUTS DELIGHT,11300 WEST RD STE L,HOUSTON,TX,77065,101.0,445291.0,Y,12/29/2009,01/01/2010,57,29.908886638984,-95.590061481089,Match,Non_Exact
30119074521,MESA LIM CORPORATION,8901 MESA DR,HOUSTON,TX,77028,101,CT,1,SHIPLEY DONUTS #2,8901 MESA DR,HOUSTON,TX,77028,101.0,445000.0,Y,12/11/1996,01/01/1997,58,29.842296541316,-95.262332688388,Match,Exact
13310002715,"AMAYA AND MOLINA, INC.",12822 WILLOW CENTRE DR STE A,HOUSTON,TX,77066,101,CT,1,PANADERIA DISCO LATINO #3,10105 HAMMERLY BLVD # A,HOUSTON,TX,77080,101.0,445291.0,Y,07/10/2002,07/01/2002,59,29.812642934773,-95.542403153699,Match,Non_Exact
32043112203,"MELOJ VILLAGE, LLC.",1125 S HOUSTON AVE,HUMBLE,TX,77338,101,CL,1,GET-N-GO,1125 S HOUSTON AVE,HUMBLE,TX,77338,101.0,445120.0,Y,10/11/2011,01/01/2012,60,30.004147762232,-95.258450391145,Match,Non_Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,27,FIESTA MART # 10,12201 EAST FWY,HOUSTON,TX,77015,101.0,445110.0,Y,05/16/1984,07/01/1984,61,29.771035292159,-95.221598732971,Match,Exact
17106365988,QUALITY LICENSING CORP.,508 SW 8TH ST,BENTONVILLE,AR,72712,0,CT,375,QUALITY LICENSING CORP STORE #1137,13750 EAST FWY,HOUSTON,TX,77015,101.0,445310.0,Y,01/15/2008,03/01/2008,62,29.770191943372,-95.177406030139,Match,Exact
32089634797,NIMRAT 2 INC,631 UVALDE RD STE B,HOUSTON,TX,77015,101,CT,1,NIMRAT 2 INC,631 UVALDE RD STE B,HOUSTON,TX,77015,101.0,445110.0,Y,05/25/2023,05/08/2023,63,29.785046547201,-95.18679970716,Match,Non_Exact
32057421037,SHICHAKA INC,7721 ALMEDA GENOA RD STE B,HOUSTON,TX,77075,101,CT,1,ANDREW LIQUOR #101,7721 ALMEDA GENOA RD STE B,HOUSTON,TX,77075,101.0,445310.0,Y,06/24/2015,07/01/2015,64,29.625523724544,-95.284642571783,Match,Non_Exact
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,57,FIESTA MART # 39,8710 BELLAIRE BLVD,HOUSTON,TX,77036,101.0,445110.0,Y,12/16/1993,01/01/1994,65,29.705052632607,-95.538235157429,Match,Exact
32037645242,MURTADHA A ALATISHE,8603 CANDLEGREEN LN,HOUSTON,TX,77071,101,IS,3,BODIJA AFRICAN FOOD MART,10814 S GESSNER RD,HOUSTON,TX,77071,101.0,445120.0,Y,08/29/2018,09/01/2018,66,29.664314750165,-95.528164298706,Match,Non_Exact
32058025993,"FLEXWORK, INC.",3011 BROOK SHORE CT,KINGWOOD,TX,77345,101,CT,1,PANTRY PICKUP,3011 BROOK SHORE CT,KINGWOOD,TX,77345,101.0,445110.0,Y,08/27/2021,11/01/2015,67,30.082847050099,-95.169557823531,Match,Exact
17605491178,"AIR SMOOTHIE, INC.",6020 WESTHEIMER RD,HOUSTON,TX,77057,101,CT,13,SMOOTHIE KING #1265,7918 KIRBY DR,HOUSTON,TX,77054,101.0,445299.0,Y,03/09/2015,03/02/2015,68,29.693484159718,-95.413576096901,Match,Exact
17603174784,"JALAL ENTERPRISES, INC.",19410 CLAY RD STE A,KATY,TX,77449,101,CT,1,TEXAS FOOD SUPERMARKET,19410 CLAY RD STE A,HOUSTON,TX,77449,101.0,445110.0,N,09/19/1990,09/12/1990,69,29.831144618711,-95.69437621603,Match,Non_Exact
17603650593,"GROCERY SERVICES, INC.",6929 SPERRY ST,DALLAS,TX,75214,57,CT,11,"GROCERY SERVICES, INC. #27",830 CYPRESS CREEK PKWY STE 19,HOUSTON,TX,77090,101.0,445110.0,Y,07/25/2012,08/01/2012,70,,,No_Match,
32042057748,"KHAN BUSINESS, LLC",9202 NATHANIEL ST,HOUSTON,TX,77075,101,CL,1,SUNNY,9202 NATHANIEL ST,HOUSTON,TX,77075,101.0,445120.0,Y,07/01/2010,07/01/2010,71,29.636657024259,-95.243842679541,Match,Exact
32021344943,"HOUSTON DAIRYMAIDS, LLC",2201 AIRLINE DR,HOUSTON,TX,77009,101,CL,2,"HOUSTON DAIRYMAIDS, LLC",2201 AIRLINE DR,HOUSTON,TX,77009,101.0,445299.0,Y,01/14/2010,01/01/2010,72,29.806845215913,-95.382033014352,Match,Exact
18611319395,RICE BROTHERS COFFEE COMPANY,14530 HEARTHSTONE MEADOWS DR,HOUSTON,TX,77095,101,CT,2,CITY BREW,13740 CYPRESS NORTH HOUSTON RD,CYPRESS,TX,77429,101.0,445299.0,Y,02/06/2008,02/01/2008,73,29.947466769491,-95.630201269344,Match,Exact
17528749462,"SUPERTARGET LIQUOR OF TEXAS, INC.",PO BOX 9471,MINNEAPOLIS,MN,55440,0,CT,103,TARGET STORE T-2139,8605 WESTHEIMER RD,HOUSTON,TX,77063,101.0,445310.0,Y,03/15/2006,03/14/2006,74,29.73731366593,-95.517226269956,Match,Exact
32038907245,"TAWA, INC. (RETAIL)",6338 REGIO AVE,BUENA PARK,CA,90620,0,CF,13,99 RANCH MARKET,12230 WESTHEIMER RD STE 100B,HOUSTON,TX,77077,101.0,445310.0,Y,06/30/2023,09/15/2023,75,29.736469841307,-95.594940676105,Match,Exact
17519069557,"SOLLEY'S, INC.",PO BOX 472,NEWTON,TX,75966,176,CT,60,SMOKE & DRINK,6716 SPENCER HWY,PASADENA,TX,77505,101.0,445310.0,Y,10/24/2024,11/01/2024,76,29.663495426542,-95.136056209965,Match,Exact
17606039679,"RANDALL'S BEVERAGE COMPANY, INC.",PO BOX 29096,PHOENIX,AZ,85038,0,CT,43,RANDALL'S #3067,5161 SAN FELIPE ST STE 200,HOUSTON,TX,77056,101.0,445110.0,Y,05/20/1999,06/26/1999,77,29.750117202733,-95.46541972766,Match,Exact
32096919033,HNLC LLC #2,9137 LAGO CREST DR,HOUSTON,TX,77054,101,CL,1,E & R LIQUOR #2,12280 ALMEDA RD STE A,HOUSTON,TX,77045,101.0,445310.0,Y,12/28/2024,01/01/2025,78,29.632005146791,-95.412331748157,Match,Non_Exact
17603650593,"GROCERY SERVICES, INC.",6929 SPERRY ST,DALLAS,TX,75214,57,CT,21,"GROCERY SERVICES, INC. #18",12660 BEECHNUT ST STE 160,HOUSTON,TX,77072,101.0,445110.0,Y,07/25/2012,08/01/2012,79,29.689036406163,-95.603288390393,Match,Exact
32096904274,RAKSMEY CHORSOVANN,11001 W FAIRMONT PKWY STE A,LA PORTE,TX,77571,101,IS,1,DONUT HOLE,11001 W FAIRMONT PKWY STE A,LA PORTE,TX,77571,101.0,445291.0,Y,09/26/2024,04/01/2024,80,29.652003527786,-95.060377361815,Match,Non_Exact
32073859566,MIKHAEL FOOD MART INC,4719 CAMLANN CT,MISSOURI CITY,TX,77459,79,CT,1,MIKHAEL FOOD MART,5546 CAVALCADE ST,HOUSTON,TX,77026,101.0,445120.0,Y,04/09/2020,05/01/2020,81,29.80023299171,-95.313918521446,Match,Exact
17430106587,"HEB BEVERAGE COMPANY, LLC",PO BOX 839999,SAN ANTONIO,TX,78283,15,CL,377,HEB FOOD STORE #610,2121 FM 2920 RD,SPRING,TX,77388,101.0,445310.0,Y,07/08/2009,08/15/2009,82,30.070400385909,-95.45227917434,Match,Non_Exact
32093146622,B K RETAIL STORES LLC,16911 BLUE AARON CT,CYPRESS,TX,77433,101,CL,1,EAST WEST FOODS,10710 CYPRESS CREEK PKWY,HOUSTON,TX,77070,101.0,445110.0,Y,08/18/2025,01/05/2024,83,,,No_Match,
17418740332,"FIESTA MART, L.L.C.",600 CITADEL DR,COMMERCE,CA,90040,0,CL,33,FIESTA MART  # 14,14315 BELLAIRE BLVD,HOUSTON,TX,77083,101.0,445110.0,Y,05/13/1987,06/15/1987,84,29.703940835384,-95.6401767413,Match,Exact
32042335946,S & S FOOD MART INC,14806 WILLANCY CT,HOUSTON,TX,77095,101,CT,1,M & M FOOD MARKET,15703 LONGENBAUGH DR STE R,HOUSTON,TX,77095,101.0,445110.0,Y,08/06/2010,08/16/2010,85,29.891087150329,-95.641414819932,Match,Non_Exact
17606962904,"RAMSITA, INC.",9345 MANCHESTER ST,HOUSTON,TX,77012,101,CT,1,SHOP N GO,9345 MANCHESTER ST,HOUSTON,TX,77012,101.0,445120.0,Y,11/30/2001,11/01/2001,86,29.718549434774,-95.261258439849,Match,Exact
32065838446,"OAXACA FOODS, LLC",2501 E GUASTI RD,ONTARIO,CA,91761,0,CL,1,EL RANCHO # 35,11711 W BELLFORT ST,STAFFORD,TX,77477,101.0,445110.0,Y,06/12/2018,09/01/2018,87,29.657831188216,-95.583669117608,Match,Exact
32067732688,I-69 EXPRESS LLC,1224 CHUCK DR,FRIENDSWOOD,TX,77546,84,CL,1,CHEVRON TRUCK STOP,14555 HIGHWAY 59 N,HUMBLE,TX,77396,101.0,445120.0,N,08/28/2018,08/28/2018,88,,,No_Match,
32045116392,"WINE.COM OF TEXAS, LLC",2756 ALVARADO ST STE A,SAN LEANDRO,CA,94577,0,CL,1,"WINE.COM OF TEXAS, LLC",9333 MILLSVIEW RD,HOUSTON,TX,77070,101.0,445310.0,Y,10/27/2011,11/01/2011,89,29.964073001701,-95.558362074266,Match,Exact
