"2","6421 RIVERSIDE DR STE 110, IRVING, TX, 75039","Match","Exact","6421 RIVERSIDE DR, IRVING, TX, 75039","-96.939050248351,32.897319553596","648195175","L"
"1468","1445 W KINGSLEY RD, GARLAND, TX, 75041","Match","Exact","1445 W KINGSLEY RD, GARLAND, TX, 75041","-96.645159592937,32.87895328236","642862312","L"
"3","1639 S BUCKNER BLVD, DALLAS, TX, 75217","Match","Non_Exact","1639 BUCKNER BLVD, DALLAS, TX, 75217","-96.683041428861,32.740362487008","642861678","L"
"1467","3617 RIDGEBRIAR DR, DALLAS, TX, 75234","Match","Exact","3617 RIDGEBRIAR DR, DALLAS, TX, 75234","-96.858039790675,32.914914264299","102898191","L"
"4","5181 KELLER SPRINGS RD STE 103, DALLAS, TX, 75248","No_Match"
"1466","3439 MAYBETH ST, DALLAS, TX, 75212","Match","Exact","3439 MAYBETH ST, DALLAS, TX, 75212","-96.903587099366,32.78434328439","102894922","L"
"5","1900 S JOSEY LN, CARROLLTON, TX, 75006","Match","Non_Exact","1900 N JOSEY LN, CARROLLTON, TX, 75006","-96.889922895209,32.96467488744","103273808","L"
"1465","9669 FOREST LN APT 2006, DALLAS, TX, 75243","Match","Exact","9669 FOREST LN, DALLAS, TX, 75243","-96.722882757964,32.909657695073","648226808","L"
"6","3310 LAVON DR, GARLAND, TX, 75040","No_Match"
"1464","207 S CLARK RD, CEDAR HILL, TX, 75104","Match","Exact","207 S CLARK RD, CEDAR HILL, TX, 75104","-96.942627138411,32.586526900202","103214312","R"
"7","4601 N STATE HIGHWAY 161, IRVING, TX, 75038","No_Match"
"1463","1133 N ZANG BLVD, DALLAS, TX, 75203","Match","Exact","1133 N ZANG BLVD, DALLAS, TX, 75203","-96.822625357391,32.756780719516","102946156","L"
"8","1600 MARSH LN STE 100, CARROLLTON, TX, 75006","No_Match"
"9","6906 SNIDER PLZ, DALLAS, TX, 75205","Match","Exact","6906 SNIDER PLZ, DALLAS, TX, 75205","-96.787728484408,32.849445592542","102907257","R"
"1000","4724 GREENVILLE AVE, DALLAS, TX, 75206","Match","Exact","4724 GREENVILLE AVE, DALLAS, TX, 75206","-96.769926780345,32.844927277741","103235474","L"
"1484","819 VERMONT AVE, DALLAS, TX, 75216","Match","Exact","819 VERMONT AVE, DALLAS, TX, 75216","-96.812898719093,32.727217584813","102949618","L"
"1483","13015 JUPITER RD STE 100, DALLAS, TX, 75238","Match","Exact","13015 JUPITER RD, DALLAS, TX, 75238","-96.683254339559,32.872906816617","102917950","L"
"1482","9219 GARLAND RD STE 1105, DALLAS, TX, 75218","Match","Exact","9219 GARLAND RD, DALLAS, TX, 75218","-96.707626688679,32.829410820537","103200942","L"
"1481","3900 N HAMPTON RD, DALLAS, TX, 75212","Match","Exact","3900 N HAMPTON RD, DALLAS, TX, 75212","-96.856393728512,32.789580070632","102904476","R"
"1480","10940 LAKE JUNE RD, BALCH SPRINGS, TX, 75180","No_Match"
"1479","2666 N BELT LINE RD, IRVING, TX, 75062","Match","Exact","2666 N BELT LINE RD, IRVING, TX, 75062","-96.99234161232,32.842920342393","102998757","R"
"1478","225 NE 10TH ST, GRAND PRAIRIE, TX, 75050","Match","Exact","225 NE 10TH ST, GRAND PRAIRIE, TX, 75050","-96.992399917453,32.747694253235","103004947","L"
"1477","506 S NURSERY RD STE 120, IRVING, TX, 75060","Match","Exact","506 S NURSERY RD, IRVING, TX, 75060","-96.934466183669,32.809435443064","102893287","L"
"1476","1472 W SPRING VALLEY RD, RICHARDSON, TX, 75080","Match","Non_Exact","1472 SPRING VALLEY RD, RICHARDSON, TX, 75080","-96.768152733767,32.939954935601","103251523","R"
"1475","2827 LIVE OAK ST, DALLAS, TX, 75204","Match","Exact","2827 LIVE OAK ST, DALLAS, TX, 75204","-96.788270874774,32.789594425066","102911302","L"
"1474","5620 LYNDON B JOHNSON FWY STE 300, DALLAS, TX, 75240","Match","Exact","5620 LYNDON B JOHNSON FWY, DALLAS, TX, 75240","-96.810914150331,32.925453538297","103247349","R"
"1011","4301 SATURN RD, GARLAND, TX, 75041","Match","Exact","4301 SATURN RD, GARLAND, TX, 75041","-96.648422777792,32.865666015029","103239474","R"
"1495","705 N MACARTHUR BLVD, IRVING, TX, 75061","Match","Non_Exact","705 MAC ARTHUR CT, IRVING, TX, 75061","-96.957937990009,32.827401460918","102891608","L"
"1010","8324 SOUTHWESTERN BLVD, DALLAS, TX, 75206","No_Match"
"1494","5119 ROWLETT RD, ROWLETT, TX, 75088","Match","Exact","5119 ROWLETT RD, ROWLETT, TX, 75088","-96.569510473009,32.905932860726","103207501","L"
"1493","4140 W CAMP WISDOM RD # F, DALLAS, TX, 75237","Match","Non_Exact","4140 W CAMP WISDOM RD, DALLAS, TX, 75237","-96.886482682034,32.66187137878","639255184","L"
"1492","8405 LAKEVIEW PKWY STE 202, ROWLETT, TX, 75088","No_Match"
"1491","1401 E ARAPAHO RD STE A, RICHARDSON, TX, 75081","No_Match"
"1490","1915 S STORY RD, IRVING, TX, 75060","Match","Exact","1915 S STORY RD, IRVING, TX, 75060","-96.977214489236,32.792180052838","102887530","R"
"1008","2445 W NORTHWEST HWY STE 109, DALLAS, TX, 75220","Match","Exact","2445 W NORTHWEST HWY, DALLAS, TX, 75220","-96.881985738262,32.858805226168","638404432","L"
"1007","1625 FERRIS RD, GARLAND, TX, 75044","Match","Exact","1625 FERRIS RD, GARLAND, TX, 75044","-96.651297260894,32.975243605436","103176396","R"
"1006","833 N WESTMORELAND RD, DALLAS, TX, 75211","Match","Non_Exact","833 S WESTMORELAND RD, DALLAS, TX, 75211","-96.874378718575,32.737526246627","103224578","L"
"1005","2806 W NORTHWEST HWY, DALLAS, TX, 75220","Match","Exact","2806 W NORTHWEST HWY, DALLAS, TX, 75220","-96.873787561208,32.857725546911","639641388","R"
"1489","1105 S WALTON WALKER BLVD, DALLAS, TX, 75211","Match","Exact","1105 S WALTON WALKER BLVD, DALLAS, TX, 75211","-96.920474527441,32.734188726016","102939726","R"
"1004","750 N RIVERFRONT BLVD, DALLAS, TX, 75207","No_Match"
"1488","1735 LANSFORD AVE, DALLAS, TX, 75224","Match","Exact","1735 LANSFORD AVE, DALLAS, TX, 75224","-96.848546228816,32.729164238049","102945454","R"
"1003","7610 GREENVILLE AVE, DALLAS, TX, 75231","Match","Exact","7610 GREENVILLE AVE, DALLAS, TX, 75231","-96.757866365722,32.886260680077","614285977","L"
"1487","4100 LOMO ALTO DR, HIGHLAND PARK, TX, 75219","Match","Non_Exact","4100 LOMO ALTO DR, DALLAS, TX, 75219","-96.815425160355,32.820505151982","102906683","R"
"1002","3425 FOREST LN STE A, GARLAND, TX, 75042","Match","Non_Exact","3425 FOREST LN, GARLAND, TX, 75042","-96.681472827275,32.909355587086","103244875","R"
"1486","4123 N STORY RD, IRVING, TX, 75038","No_Match"
"1001","300 N MAIN ST, HUTCHINS, TX, 75141","Match","Exact","300 N MAIN ST, HUTCHINS, TX, 75141","-96.713066055423,32.649553176568","102960111","R"
"1485","2528 ELM ST STE A, DALLAS, TX, 75226","Match","Non_Exact","2528 ELM ST, DALLAS, TX, 75226","-96.788305578593,32.783678141556","103198226","R"
"1009","12895 JOSEY LN STE 225, FARMERS BRANCH, TX, 75234","Match","Exact","12895 JOSEY LN, FARMERS BRANCH, TX, 75234","-96.881785893012,32.924260550503","103272060","L"
"1022","3939 S POLK ST STE 323, DALLAS, TX, 75224","Match","Exact","3939 S POLK ST, DALLAS, TX, 75224","-96.840191053084,32.695404882642","102947836","R"
"1021","1719 SINGLETON BLVD, DALLAS, TX, 75212","Match","Exact","1719 SINGLETON BLVD, DALLAS, TX, 75212","-96.846712995097,32.778584472178","102904706","R"
"1020","515 W CAMPBELL RD STE 105, RICHARDSON, TX, 75080","Match","Exact","515 W CAMPBELL RD, RICHARDSON, TX, 75080","-96.736547559317,32.976016128393","103212842","L"
"1019","4630 HATCHER ST, DALLAS, TX, 75210","No_Match"
"1018","5630 HIGHWAY 78, SACHSE, TX, 75048","Match","Exact","5630 STATE HWY 78, SACHSE, TX, 75048","-96.598667964604,32.974072879655","103257741","R"
"1017","615 S MAIN ST, DUNCANVILLE, TX, 75116","Match","Exact","615 S MAIN ST, DUNCANVILLE, TX, 75116","-96.908472878575,32.646735105229","102943238","R"
"1016","1753 BLUE STREAM DR, DESOTO, TX, 75115","Match","Exact","1753 BLUE STREAM DR, DESOTO, TX, 75115","-96.902965508175,32.594797920095","627912272","L"
"1015","114 E IRVING BLVD, IRVING, TX, 75060","Match","Exact","114 E IRVING BLVD, IRVING, TX, 75060","-96.94595216881,32.813774967106","102893022","R"
"1499","8106 SOUTHWESTERN BLVD, DALLAS, TX, 75206","No_Match"
"1014","16315 FALLKIRK DR, DALLAS, TX, 75248","Match","Exact","16315 FALLKIRK DR, DALLAS, TX, 75248","-96.770106553337,32.975597655667","102896349","L"
"1498","2518 W BRUTON RD, BALCH SPRINGS, TX, 75180","Match","Exact","2518 W BRUTON RD, BALCH SPRINGS, TX, 75180","-96.635399586585,32.748533966099","103164165","R"
"1013","2949 E KIEST BLVD, DALLAS, TX, 75216","Match","Exact","2949 E KIEST BLVD, DALLAS, TX, 75216","-96.786011814382,32.725936477466","636338061","L"
"1497","10560 WALNUT ST STE 1100, DALLAS, TX, 75243","Match","Exact","10560 WALNUT ST, DALLAS, TX, 75243","-96.701475756746,32.916507562239","103208702","L"
"1012","8035 E R L THORNTON FWY STE 432, DALLAS, TX, 75228","No_Match"
"1496","4030 N MACARTHUR BLVD STE 116, IRVING, TX, 75038","No_Match"
"1033","100 W SANDY LAKE RD, COPPELL, TX, 75019","Match","Exact","100 W SANDY LAKE RD, COPPELL, TX, 75019","-96.993817573301,32.969404644595","627180614","R"
"1032","5630 E MOCKINGBIRD LN, DALLAS, TX, 75206","Match","Non_Exact","5630 MOCKINGBIRD LN, DALLAS, TX, 75206","-96.771398832798,32.836454976098","102908168","R"
"1031","912 E IRVING BLVD, IRVING, TX, 75060","Match","Non_Exact","912 W IRVING BLVD, IRVING, TX, 75060","-96.956821823604,32.813398639951","102892585","L"
"1030","211 N ERVAY ST STE 120, DALLAS, TX, 75201","Match","Exact","211 N ERVAY ST, DALLAS, TX, 75201","-96.797456963883,32.782024897741","102909983","L"
"1029","2433 PARKCREST DR, GARLAND, TX, 75041","Match","Exact","2433 PARKCREST DR, GARLAND, TX, 75041","-96.665012933362,32.891115350483","103207254","R"
"1028","8601 SUNSET BLVD STE A, ROWLETT, TX, 75088","No_Match"
"1027","633 W DAVIS ST, DALLAS, TX, 75208","Match","Exact","633 W DAVIS ST, DALLAS, TX, 75208","-96.832397804249,32.749509555324","647956470","R"
"1026","851 LAKE CAROLYN PKWY STE 150, IRVING, TX, 75039","Match","Exact","851 LAKE CAROLYN PKWY, IRVING, TX, 75039","-96.932520620602,32.867742874822","654552838","R"
"1025","4020 VILLANOVA ST, DALLAS, TX, 75225","Match","Exact","4020 VILLANOVA ST, DALLAS, TX, 75225","-96.802017109166,32.864454163803","102906158","R"
"600","2839 S ERVAY ST, DALLAS, TX, 75215","Match","Exact","2839 S ERVAY ST, DALLAS, TX, 75215","-96.778983669002,32.762914022391","102950360","R"
"1024","3926 E OVERTON RD, DALLAS, TX, 75216","Match","Non_Exact","3926 OVERTON RD, DALLAS, TX, 75216","-96.763646694452,32.724200901079","103193791","R"
"601","4850 SAMUELL BLVD, MESQUITE, TX, 75149","Match","Exact","4850 SAMUELL BLVD, MESQUITE, TX, 75149","-96.670238794219,32.792174959317","103199962","L"
"1023","2827 S BUCKNER BLVD, DALLAS, TX, 75227","Match","Non_Exact","2827 BUCKNER BLVD, DALLAS, TX, 75227","-96.682961451142,32.759489714806","103227438","L"
"602","1437 S MARLBOROUGH AVE, DALLAS, TX, 75208","Match","Exact","1437 S MARLBOROUGH AVE, DALLAS, TX, 75208","-96.851783262211,32.729545154398","102945376","R"
"603","1614 S 5TH ST, GARLAND, TX, 75040","Match","Exact","1614 S 5TH ST, GARLAND, TX, 75040","-96.63625853283,32.898721816803","102927830","L"
"604","8701 LAKEVIEW PKWY, ROWLETT, TX, 75088","No_Match"
"605","11925 ELAM RD, BALCH SPRINGS, TX, 75180","Match","Exact","11925 ELAM RD, BALCH SPRINGS, TX, 75180","-96.621946112255,32.719370670925","102962497","L"
"606","1815 S 1ST ST STE E, GARLAND, TX, 75040","Match","Non_Exact","1815 S 1ST ST, GARLAND, TX, 75040","-96.631106854451,32.895911608496","102927893","R"
"607","1629 N TOWN EAST BLVD, MESQUITE, TX, 75150","Match","Non_Exact","1629 TOWN EAST MALL, MESQUITE, TX, 75150","-96.6265795237,32.808833150314","103232337","R"
"608","1818 METROPOLITAN AVE, DALLAS, TX, 75215","Match","Exact","1818 METROPOLITAN AVE, DALLAS, TX, 75215","-96.769436415859,32.757345591327","102950676","R"
"609","950 E SANDY LAKE RD, COPPELL, TX, 75019","Match","Non_Exact","950 W SANDY LAKE RD, COPPELL, TX, 75019","-97.023751337366,32.973254893986","618492333","R"
"1044","9575 SCYENE RD STE 102, DALLAS, TX, 75227","No_Match"
"1043","2105 S GARLAND AVE, GARLAND, TX, 75041","Match","Exact","2105 S GARLAND AVE, GARLAND, TX, 75041","-96.650621355228,32.892459315426","102927326","R"
"1042","4302 W CAMP WISDOM RD, DALLAS, TX, 75237","Match","Exact","4302 W CAMP WISDOM RD, DALLAS, TX, 75237","-96.889273876815,32.661846479444","102943659","L"
"1041","6410 SKILLMAN ST, DALLAS, TX, 75231","No_Match"
"1040","2433 W KIEST BLVD, DALLAS, TX, 75233","Match","Exact","2433 W KIEST BLVD, DALLAS, TX, 75233","-96.858707756322,32.705827844302","102947174","R"
"1039","509 N GILPIN AVE, DALLAS, TX, 75211","Match","Exact","509 N GILPIN AVE, DALLAS, TX, 75211","-96.880695527683,32.747793759333","102940020","L"
"1038","3155 S LANCASTER RD STE 130, DALLAS, TX, 75216","Match","Exact","3155 S LANCASTER RD, DALLAS, TX, 75216","-96.802621108929,32.709027596911","102951309","R"
"1037","8721 LAKE JUNE RD, DALLAS, TX, 75217","Match","Exact","8721 LAKE JUNE RD, DALLAS, TX, 75217","-96.670320804893,32.734343276457","102958563","L"
"610","5936 MILITARY PKWY, DALLAS, TX, 75227","Match","Exact","5936 MILITARY PKWY, DALLAS, TX, 75227","-96.716419172443,32.776597791606","103198625","R"
"1036","7902 ESTERS BLVD, IRVING, TX, 75063","Match","Exact","7902 ESTERS BLVD, IRVING, TX, 75063","-97.007850661077,32.916634218491","103207598","R"
"611","3600 W JEFFERSON BLVD, DALLAS, TX, 75211","Match","Exact","3600 W JEFFERSON BLVD, DALLAS, TX, 75211","-96.878641915861,32.740340243629","103266242","R"
"1035","950 S CARRIER PKWY STE 110, GRAND PRAIRIE, TX, 75051","Match","Exact","950 S CARRIER PKWY, GRAND PRAIRIE, TX, 75051","-97.014721074953,32.734337976585","102936035","R"
"612","1546 ROWLETT RD STE 103, GARLAND, TX, 75043","No_Match"
"1034","5507 LINDSLEY AVE, DALLAS, TX, 75223","Match","Exact","5507 LINDSLEY AVE, DALLAS, TX, 75223","-96.751423792766,32.79605014685","102920210","L"
"613","3000 PIONEER RD STE 1, BALCH SPRINGS, TX, 75181","Match","Exact","3000 PIONEER RD, BALCH SPRINGS, TX, 75181","-96.601338585638,32.72779250392","655870482","L"
"614","1930 N COIT RD STE 151, RICHARDSON, TX, 75080","No_Match"
"615","818 S CENTRAL EXPY STE 21, RICHARDSON, TX, 75080","Match","Exact","818 S CENTRAL EXPY, RICHARDSON, TX, 75080","-96.745876976678,32.940617897556","103251681","R"
"616","2201 W GRAUWYLER RD, IRVING, TX, 75061","Match","Exact","2201 W GRAUWYLER RD, IRVING, TX, 75061","-96.974608561602,32.829027215194","102886875","R"
"617","1770 W IRVING BLVD STE 11, IRVING, TX, 75061","Match","Exact","1770 W IRVING BLVD, IRVING, TX, 75061","-96.967286318837,32.823060176784","638400333","L"
"618","3115 BUNKER HILL RD STE 103, SACHSE, TX, 75048","No_Match"
"619","440 S HAMPTON RD, DE SOTO, TX, 75115","Match","Non_Exact","440 S HAMPTON RD, DESOTO, TX, 75115","-96.856805865776,32.583482790977","103186201","L"
"1055","9350 N CENTRAL EXPY, DALLAS, TX, 75231","Match","Exact","9350 N CENTRAL EXPY, DALLAS, TX, 75231","-96.769724564899,32.874871794425","638424931","R"
"1054","6514 CHEVY CHASE AVE, DALLAS, TX, 75225","Match","Exact","6514 CHEVY CHASE AVE, DALLAS, TX, 75225","-96.793178943444,32.87149194961","102902271","R"
"1053","10909 WEBB CHAPEL RD STE 131, DALLAS, TX, 75229","No_Match"
"1052","1103 S JOSEY LN STE 411, CARROLLTON, TX, 75006","Match","Exact","1103 S JOSEY LN, CARROLLTON, TX, 75006","-96.890132852301,32.952268129994","103253675","L"
"1051","9770 FOREST LN, DALLAS, TX, 75243","Match","Exact","9770 FOREST LN, DALLAS, TX, 75243","-96.719119405145,32.909392938875","103244512","R"
"1050","13900 JOSEY LN, FARMERS BRANCH, TX, 75234","Match","Exact","13900 JOSEY LN, FARMERS BRANCH, TX, 75234","-96.888080384869,32.933810835108","103250346","L"
"1049","420 N PLANO RD, GARLAND, TX, 75042","Match","Exact","420 N PLANO RD, GARLAND, TX, 75042","-96.700296482384,32.91070912575","103271351","L"
"620","3701 NW HWY #203, DALLAS, TX, 75220","Tie"
"1048","5509 W LOVERS LN STE A, DALLAS, TX, 75209","Match","Non_Exact","5509 W LOVERS LN, DALLAS, TX, 75209","-96.816379780993,32.851106954463","103177706","R"
"621","7729 GARLAND RD, DALLAS, TX, 75218","Match","Exact","7729 GARLAND RD, DALLAS, TX, 75218","-96.728468847033,32.811842272028","102921422","L"
"1047","207 CLARICE ST, GRAND PRAIRIE, TX, 75051","Match","Exact","207 CLARICE ST, GRAND PRAIRIE, TX, 75051","-97.004955095555,32.735827105552","102936207","L"
"622","160 N COIT RD, RICHARDSON, TX, 75080","Match","Exact","160 N COIT RD, RICHARDSON, TX, 75080","-96.768762696356,32.952903180749","103273924","R"
"1046","202 W PIONEER PKWY, GRAND PRAIRIE, TX, 75051","Match","Exact","202 W PIONEER PKWY, GRAND PRAIRIE, TX, 75051","-97.005362099077,32.70963358072","102999470","R"
"623","751 FREEPORT PKWY, COPPELL, TX, 75019","Match","Exact","751 FREEPORT PKWY, COPPELL, TX, 75019","-97.010862228652,32.95243592161","103252792","R"
"1045","4216 S CARRIER PKWY, GRAND PRAIRIE, TX, 75052","Match","Exact","4216 S CARRIER PKWY, GRAND PRAIRIE, TX, 75052","-97.005250586321,32.670686247582","103190110","R"
"624","10455 N CENTRAL EXPY STE 119, DALLAS, TX, 75231","Match","Exact","10455 N CENTRAL EXPY, DALLAS, TX, 75231","-96.770191047127,32.888774334903","102902437","L"
"625","1506 W MILLER RD, GARLAND, TX, 75041","Match","Non_Exact","1506 E MILLER RD, GARLAND, TX, 75041","-96.609997155532,32.894117937413","102929179","R"
"626","6850 N SHILOH RD, GARLAND, TX, 75044","No_Match"
"627","2376 LAVON DR STE 110, GARLAND, TX, 75040","No_Match"
"628","2860 WALNUT HILL LN STE 106, DALLAS, TX, 75229","Match","Exact","2860 WALNUT HILL LN, DALLAS, TX, 75229","-96.881758079564,32.880842951679","103205190","R"
"629","400 N GREENVILLE AVE STE 1, RICHARDSON, TX, 75081","Match","Exact","400 N GREENVILLE AVE, RICHARDSON, TX, 75081","-96.728619871016,32.953691806911","103254217","R"
"1066","10956 ELAM RD, BALCH SPRINGS, TX, 75180","Match","Exact","10956 ELAM RD, BALCH SPRINGS, TX, 75180","-96.638016534033,32.719292971762","619745887","L"
"1065","4950 COLUMBIA AVE, DALLAS, TX, 75214","Match","Exact","4950 COLUMBIA AVE, DALLAS, TX, 75214","-96.762940981151,32.79557085435","103231365","L"
"1064","1413 W PIONEER DR, IRVING, TX, 75061","Match","Exact","1413 W PIONEER DR, IRVING, TX, 75061","-96.963582484017,32.822433070212","102891443","R"
"1063","8413 PRESTON CENTER PLZ, DALLAS, TX, 75225","Match","Exact","8413 PRESTON CENTER PLZ, DALLAS, TX, 75225","-96.802840433471,32.864603954053","102906156","L"
"1062","1817 AVENUE F, GRAND PRAIRIE, TX, 75051","Match","Exact","1817 AVE F, GRAND PRAIRIE, TX, 75051","-96.978602577375,32.720062664842","102937026","R"
"1061","16731 COIT RD, DALLAS, TX, 75248","Match","Exact","16731 COIT RD, DALLAS, TX, 75248","-96.768319945477,32.986281822065","650463208","R"
"1060","2801 S MARSALIS AVE, DALLAS, TX, 75216","Match","Exact","2801 S MARSALIS AVE, DALLAS, TX, 75216","-96.814635571881,32.713118980489","102951003","R"
"630","5111 KIAMESHA WAY, MESQUITE, TX, 75150","Match","Exact","5111 KIAMESHA WAY, MESQUITE, TX, 75150","-96.655802275845,32.833700654053","102930218","L"
"631","2217 IVAN ST, DALLAS, TX, 75201","Match","Exact","2217 IVAN ST, DALLAS, TX, 75201","-96.809970766647,32.797763368008","102908788","L"
"1059","3435 JANE LN, DALLAS, TX, 75247","Match","Exact","3435 JANE LN, DALLAS, TX, 75247","-96.874025718176,32.806707556734","102895248","R"
"632","1023 E PIONEER DR APT 119, IRVING, TX, 75061","Match","Exact","1023 E PIONEER DR, IRVING, TX, 75061","-96.933836700473,32.817676357026","102893265","L"
"1058","2523 HUTCHINS DR, SEAGOVILLE, TX, 75159","No_Match"
"633","1800 N GALLOWAY AVE STE 200, MESQUITE, TX, 75149","Match","Exact","1800 N GALLOWAY AVE, MESQUITE, TX, 75149","-96.605199011017,32.786328242621","103229979","L"
"1057","13091 BEE ST, FARMERS BRANCH, TX, 75234","No_Match"
"634","4010 N MACARTHUR BLVD # 100, IRVING, TX, 75038","No_Match"
"1056","2014-2016 W BUCKINGHAM, GARLAND, TX, 75042","Match","Non_Exact","2016 W BUCKINGHAM RD, GARLAND, TX, 75042","-96.657528728332,32.930432914496","103210502","L"
"635","2810 SAMUELL BLVD STE A, DALLAS, TX, 75223","Match","Non_Exact","2810 SAMUELL BLVD, DALLAS, TX, 75223","-96.746156568656,32.792911811504","102920927","R"
"636","1102 E PIONEER DR STE H, IRVING, TX, 75061","Match","Non_Exact","1102 E PIONEER DR, IRVING, TX, 75061","-96.933327754637,32.817559340244","102893265","R"
"637","536 CENTENNIAL BLVD, RICHARDSON, TX, 75081","Match","Exact","536 CENTENNIAL BLVD, RICHARDSON, TX, 75081","-96.720661380331,32.93815438156","103251820","R"
"638","2963 BELLE STARR DR, DALLAS, TX, 75227","Match","Exact","2963 BELLE STARR DR, DALLAS, TX, 75227","-96.657994164714,32.762952319908","102961329","L"
"639","2927 LOMBARDY LN, DALLAS, TX, 75220","Match","Exact","2927 LOMBARDY LN, DALLAS, TX, 75220","-96.876458577318,32.866488121901","102894063","L"
"1077","5049 ADDISON CIR, ADDISON, TX, 75001","Match","Exact","5049 ADDISON CIR, ADDISON, TX, 75001","-96.82409457588,32.962152899325","103001219","R"
"1076","3802 N TOWN EAST BLVD, MESQUITE, TX, 75150","Match","Exact","3802 N TOWN EAST BLVD, MESQUITE, TX, 75150","-96.652946457278,32.795960769492","102931522","L"
"1075","1725 S INTERSTATE 35E STE 140, CARROLLTON, TX, 75006","Match","Exact","1725 S I- 35E, CARROLLTON, TX, 75006","-96.902548913563,32.941289702746","102888751","L"
"1074","2417 W AIRPORT FWY, IRVING, TX, 75062","Match","Exact","2417 W AIRPORT FWY, IRVING, TX, 75062","-96.977260751482,32.837433555394","638383725","R"
"1073","12920 PRESTON RD, DALLAS, TX, 75230","No_Match"
"1072","1028 W CAMP WISDOM RD STE 1028, DALLAS, TX, 75232","Match","Exact","1028 W CAMP WISDOM RD, DALLAS, TX, 75232","-96.838727924817,32.662020519391","103190522","L"
"1071","108 W BELT LINE RD STE 1, CEDAR HILL, TX, 75104","Match","Exact","108 W BELT LINE RD, CEDAR HILL, TX, 75104","-96.944839497476,32.589876173481","103185689","L"
"1070","2100 ROSS AVE STE 110, DALLAS, TX, 75201","Match","Exact","2100 ROSS AVE, DALLAS, TX, 75201","-96.798253100402,32.787679410103","102909896","R"
"640","14825 INWOOD RD, ADDISON, TX, 75001","Match","Exact","14825 INWOOD RD, ADDISON, TX, 75001","-96.82917712799,32.949691770927","103209537","L"
"641","4100 W AIRPORT FWY, IRVING, TX, 75062","Match","Exact","4100 W AIRPORT FWY, IRVING, TX, 75062","-97.003497981098,32.836626226806","102966610","L"
"642","4436 LEMMON AVE, DALLAS, TX, 75219","Match","Exact","4436 LEMMON AVE, DALLAS, TX, 75219","-96.812913774638,32.818410352524","102908376","R"
"643","1551 S BECKLEY RD STE A, GLENN HEIGHTS, TX, 75154","Match","Non_Exact","1551 S BECKLEY RD, GLENN HEIGHTS, TX, 75154","-96.822971367386,32.560228795773","103185096","R"
"1069","1512 S BELT LINE RD STE 2, DALLAS, TX, 75253","Match","Exact","1512 S BELT LINE RD, DALLAS, TX, 75253","-96.59688267638,32.680560154906","103265198","L"
